SeqId	SomaId	UNIPROT	Target	TargetFullName	EntrezGeneID	EntrezGeneSymbol	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
29683-158	SL022152	Q9H668	STN1	CST complex subunit STN1	79991	STN1	Q9H668	STN1	79991	STN1	HGNC:26200	STN1	ENSG00000107960	STN1	protein_coding	10	105637318	105678045	-	103856805	103967040	-
29686-79	SL026197	Q9H7T9	AUNIP	Aurora kinase A and ninein-interacting protein	79000	AUNIP	Q9H7T9	AUNIP	79000	AUNIP	HGNC:28363	AUNIP	ENSG00000127423	AUNIP	protein_coding	1	26160497	26185848	-	25831913	25859458	-
29687-24	SL026198	Q969Y2	GTPB3	tRNA modification GTPase GTPBP3, mitochondrial	84705	GTPBP3	Q969Y2	GTPBP3	84705	GTPBP3	HGNC:14880	GTPBP3	ENSG00000130299	GTPBP3	protein_coding	19	17445791	17453540	+	17334920	17342731	+
2969-11	SL004851	P37023	ALK-1	Serine/threonine-protein kinase receptor R3	94	ACVRL1	P37023	ACVRL1	94	ACVRL1	HGNC:175	ACVRL1	ENSG00000139567	ACVRL1	protein_coding	12	52300692	52317145	+	51906908	51923361	+
29695-15	SL015274	Q9NSP4	CENPM	Centromere protein M	79019	CENPM	Q9NSP4	CENPM	79019	CENPM	HGNC:18352	CENPM	ENSG00000100162	CENPM	protein_coding	22	42334741	42343148	-	41938737	41947152	-
2970-60	SL000136	P15514	AREG	Amphiregulin	374	AREG	P15514	AREG	374	AREG	HGNC:651	AREG	ENSG00000109321	AREG	protein_coding	4	75310853	75490485	+	74445136	74455005	+
29707-4	SL026289	Q9Y664	KPTN	KICSTOR complex protein kaptin	11133	KPTN	Q9Y664	KPTN	11133	KPTN	HGNC:6404	KPTN	ENSG00000118162	KPTN	protein_coding	19	47978400	47987521	-	47475150	47484265	-
29711-10	SL026220	Q96NB2	SFXN2	Sideroflexin-2	118980	SFXN2	Q96NB2	SFXN2	118980	SFXN2	HGNC:16086	SFXN2	ENSG00000156398	SFXN2	protein_coding	10	104474298	104498946	+	102714538	102743492	+
29714-11	SL008045	P16104	H2AX	Histone H2A.x	3014	H2AX	P16104	H2AX	3014	H2AX	HGNC:4739	H2AX	ENSG00000188486	H2AX	protein_coding	11	118964585	118966177	-	119093874	119095465	-
29717-12	SL026224	Q9UGK3	STAP2	Signal-transducing adaptor protein 2	55620	STAP2	Q9UGK3	STAP2	55620	STAP2	HGNC:30430	STAP2	ENSG00000178078	STAP2	protein_coding	19	4324040	4342783	-	4324043	4342786	-
2972-57	SL004078	P18075	BMP-7	Bone morphogenetic protein 7	655	BMP7	P18075	BMP7	655	BMP7	HGNC:1074	BMP7	ENSG00000101144	BMP7	protein_coding	20	55743809	55841707	-	57168753	57266641	-
29721-114	SL023212	Q9NVM4	ANM7	Protein arginine N-methyltransferase 7	54496	PRMT7	Q9NVM4	PRMT7	54496	PRMT7	HGNC:25557	PRMT7	ENSG00000132600	PRMT7	protein_coding	16	68344877	68391169	+	68310951	68360852	+
29724-126	SL023317	Q9BVA6	FICD	Adenosine monophosphate-protein transferase FICD	11153	FICD	Q9BVA6	FICD	11153	FICD	HGNC:18416	FICD	ENSG00000198855	FICD	protein_coding	12	108909051	108913380	+	108515277	108525832	+
29727-42	SL018882	P35520	CBS	Cystathionine beta-synthase	875	CBS	NA	CBS	875	CBS	HGNC:1550	CBS	ENSG00000160200	CBS	protein_coding	21	44473301	44496472	-	43053191	43076943	-
29728-5	SL023412	Q99871	HAUS7	HAUS augmin-like complex subunit 7	55559	HAUS7	Q99871	HAUS7	55559	HAUS7	HGNC:32979	HAUS7	ENSG00000213397	HAUS7	protein_coding	X	152710178	152760983	-	153444473	153495516	-
2973-15	SL000668	P16671	CD36 ANTIGEN	Platelet glycoprotein 4	948	CD36	P16671	CD36	948	CD36	HGNC:1663	CD36	ENSG00000135218	CD36	protein_coding	7	79998891	80308593	+	80369575	80679277	+
2974-61	SL004855	Q12860	contactin-1	Contactin-1	1272	CNTN1	Q12860	CNTN1	1272	CNTN1	HGNC:2171	CNTN1	ENSG00000018236	CNTN1	protein_coding	12	41086244	41466213	+	40692439	41072415	+
29741-189	SL026272	Q969X6	UTP4	U3 small nucleolar RNA-associated protein 4 homolog	84916	UTP4	Q969X6	UTP4	84916	UTP4	HGNC:1983	UTP4	ENSG00000141076	UTP4	protein_coding	16	69166499	69202937	+	69131291	69231130	+
29746-51	SL026191	Q9Y2U9	KLDC2	Kelch domain-containing protein 2	23588	KLHDC2	Q9Y2U9	KLHDC2	23588	KLHDC2	HGNC:20231	KLHDC2	ENSG00000165516	KLHDC2	protein_coding	14	50234787	50249856	+	49768130	49786385	+
29747-13	SL023207	Q6IA69	NADE	Glutamine-dependent NAD(+) synthetase	55191	NADSYN1	Q6IA69	NADSYN1	55191	NADSYN1	HGNC:29832	NADSYN1	ENSG00000172890	NADSYN1	protein_coding	11	71164217	71212581	+	71453109	71524107	+
29748-16	SL015319	Q9UJY4	GGA2	ADP-ribosylation factor-binding protein GGA2	23062	GGA2	Q9UJY4	GGA2	23062	GGA2	HGNC:16064	GGA2	ENSG00000103365	GGA2	protein_coding	16	23474863	23521815	-	23463542	23521995	-
2975-19	SL002655	P29279	CTGF	Connective tissue growth factor	1490	CCN2	P29279	CCN2	1490	CCN2	HGNC:2500	CCN2	ENSG00000118523	CCN2	protein_coding	6	132269317	132272518	-	131948176	131951372	-
29751-19	SL026278	Q9H019	MFR1L	Mitochondrial fission regulator 1-like	56181	MTFR1L	Q9H019	MTFR1L	56181	MTFR1L	HGNC:28836	MTFR1L	ENSG00000117640	MTFR1L	protein_coding	1	26146397	26159433	+	25813973	25832942	+
29754-74	SL013409	Q92734	TFG	Protein TFG	10342	TFG	Q92734	TFG	10342	TFG	HGNC:11758	TFG	ENSG00000114354	TFG	protein_coding	3	100428134	100467811	+	100709295	100748964	+
29758-80	SL012356	O14656	TOR1A	Torsin-1A	1861	TOR1A	O14656	TOR1A	1861	TOR1A	HGNC:3098	TOR1A	ENSG00000136827	TOR1A	protein_coding	9	132575221	132586441	-	129812942	129824244	-
2976-58	SL004856	Q02413	Desmoglein-1	Desmoglein-1	1828	DSG1	Q02413	DSG1	1828	DSG1	HGNC:3048	DSG1	ENSG00000134760	DSG1	protein_coding	18	28898052	28937393	+	31318160	31359246	+
29761-38	SL026286	P48556	PSMD8	26S proteasome non-ATPase regulatory subunit 8	5714	PSMD8	P48556	PSMD8	5714	PSMD8	HGNC:9566	PSMD8	ENSG00000099341	PSMD8	protein_coding	19	38865190	38874464	+	38374563	38383850	+
29762-24	SL015165	Q99608	NECD	Necdin	4692	NDN	Q99608	NDN	4692	NDN	HGNC:7675	NDN	ENSG00000182636	NDN	protein_coding	15	23930554	23932450	-	23685400	23687305	-
29764-10	SL017267	Q9BPX6	MICU1	Calcium uptake protein 1, mitochondrial	10367	MICU1	Q9BPX6	MICU1	10367	MICU1	HGNC:1530	MICU1	ENSG00000107745	MICU1	protein_coding	10	74127084	74385949	-	72367340	72626131	-
29765-13	SL013729	O95147	DUS14	Dual specificity protein phosphatase 14	11072	DUSP14	O95147	DUSP14	11072	DUSP14	HGNC:17007	DUSP14	ENSG00000276023	DUSP14	protein_coding	17	35849951	35873588	+	37489891	37513501	+
29766-76	SL012385	O75718	CRTAP	Cartilage-associated protein	10491	CRTAP	O75718	CRTAP	10491	CRTAP	HGNC:2379	CRTAP	ENSG00000170275	CRTAP	protein_coding	3	33155450	33189265	+	33114014	33147773	+
29769-30	SL021220	O15379	HDAC3	Histone deacetylase 3	8841	HDAC3	O15379	HDAC3	8841	HDAC3	HGNC:4854	HDAC3	ENSG00000171720	HDAC3	protein_coding	5	141000443	141016423	-	141620876	141636849	-
2977-7	SL004872	Q9UNE0	EDAR	Tumor necrosis factor receptor superfamily member EDAR	10913	EDAR	Q9UNE0	EDAR	10913	EDAR	HGNC:2895	EDAR	ENSG00000135960	EDAR	protein_coding	2	109510927	109605828	-	108894471	108989372	-
29771-27	SL026281	Q9NYB9	ABI2	Abl interactor 2	10152	ABI2	A0A0C4DG21	ABI2	NA	ABI2	HGNC:24011	ABI2	NA	ABI2	protein_coding	2	204193003	204296892	+	203328280	203447728	+
29772-27	SL008088	P35237	SPB6	Serpin B6	5269	SERPINB6	P35237	SERPINB6	5269	SERPINB6	HGNC:8950	SERPINB6	ENSG00000124570	SERPINB6	protein_coding	6	2948393	2972399	-	2948159	2972165	-
29773-6	SL026282	Q04323	UBXN1	UBX domain-containing protein 1	51035	UBXN1	Q04323	UBXN1	51035	UBXN1	HGNC:18402	UBXN1	ENSG00000162191	UBXN1	protein_coding	11	62443972	62446545	-	62676498	62679117	-
29774-24	SL026196	Q16626	MEA1	Male-enhanced antigen 1	4201	MEA1	Q16626	MEA1	4201	MEA1	HGNC:6986	MEA1	ENSG00000124733	MEA1	protein_coding	6	42948082	42981660	-	43011143	43016868	-
29777-131	SL026283	P57723	PCBP4	Poly(rC)-binding protein 4	57060	PCBP4	P57723	PCBP4	57060	PCBP4	HGNC:8652	PCBP4	ENSG00000090097	PCBP4	protein_coding	3	51991470	52001482	-	51957454	51974016	-
29779-18	SL023147	Q8NCE2	MTMRE	Myotubularin-related protein 14	64419	MTMR14	Q8NCE2	MTMR14	64419	MTMR14	HGNC:26190	MTMR14	ENSG00000163719	MTMR14	protein_coding	3	9691117	9744078	+	9649433	9702393	+
29780-245	SL026284	Q969R8	ITFG2	KICSTOR complex protein ITFG2	55846	ITFG2	Q969R8	ITFG2	55846	ITFG2	HGNC:30879	ITFG2	ENSG00000111203	ITFG2	protein_coding	12	2921787	2939770	+	2812622	2859791	+
29783-259	SL026209	Q9UGJ1	GCP4	Gamma-tubulin complex component 4	27229	TUBGCP4	Q9UGJ1	TUBGCP4	27229	TUBGCP4	HGNC:16691	TUBGCP4	ENSG00000137822	TUBGCP4	protein_coding	15	43663313	43698240	+	43369221	43409771	+
29784-1	SL026285	Q9BQ15	SOSB1	SOSS complex subunit B1	79035	NABP2	Q9BQ15	NABP2	79035	NABP2	HGNC:28412	NABP2	ENSG00000139579	NABP2	protein_coding	12	56618125	56623638	+	56222015	56229854	+
29787-29	SL026210	Q86V97	KBTB6	Kelch repeat and BTB domain-containing protein 6	89890	KBTBD6	Q86V97	KBTBD6	89890	KBTBD6	HGNC:25340	KBTBD6	ENSG00000165572	KBTBD6	protein_coding	13	41701709	41706936	-	41127569	41132802	-
29788-85	SL026211	Q9H6F2	TM38A	Trimeric intracellular cation channel type A	79041	TMEM38A	Q9H6F2	TMEM38A	79041	TMEM38A	HGNC:28462	TMEM38A	ENSG00000072954	TMEM38A	protein_coding	19	16771938	16799816	+	16661139	16690023	+
29789-30	SL026274	Q9H000	MKRN2	Probable E3 ubiquitin-protein ligase makorin-2	23609	MKRN2	Q9H000	MKRN2	23609	MKRN2	HGNC:7113	MKRN2	ENSG00000075975	MKRN2	protein_coding	3	12598513	12625210	+	12557057	12586208	+
2979-8	SL003169	P42830	ENA-78	C-X-C motif chemokine 5	6374	CXCL5	P42830	CXCL5	6374	CXCL5	HGNC:10642	CXCL5	ENSG00000163735	CXCL5	protein_coding	4	74861359	74864446	-	73995642	73998677	-
29791-2	SL026213	Q9NX76	CKLF6	CKLF-like MARVEL transmembrane domain-containing protein 6	54918	CMTM6	Q9NX76	CMTM6	54918	CMTM6	HGNC:19177	CMTM6	ENSG00000091317	CMTM6	protein_coding	3	32522804	32544403	-	32481312	32502852	-
29792-35	SL026214	Q96DX7	TRI44	Tripartite motif-containing protein 44	54765	TRIM44	Q96DX7	TRIM44	54765	TRIM44	HGNC:19016	TRIM44	ENSG00000166326	TRIM44	protein_coding	11	35684353	35830930	+	35662775	35818007	+
29796-5	SL007624	Q99720	OPRS1	Sigma 1-type opioid receptor	10280	SIGMAR1	Q99720	SIGMAR1	10280	SIGMAR1	HGNC:8157	SIGMAR1	ENSG00000147955	SIGMAR1	protein_coding	9	34634719	34637768	-	34634722	34637844	-
29797-27	SL007112	P11836	CD20	B-lymphocyte antigen CD20	931	MS4A1	P11836	MS4A1	931	MS4A1	HGNC:7315	MS4A1	ENSG00000156738	MS4A1	protein_coding	11	60223282	60238225	+	60455846	60470752	+
29798-10	SL026215	Q15906	VPS72	Vacuolar protein sorting-associated protein 72 homolog	6944	VPS72	Q15906	VPS72	6944	VPS72	HGNC:11644	VPS72	ENSG00000163159	VPS72	protein_coding	1	151148776	151162689	-	151176304	151195321	-
29800-23	SL026293	Q8N6M0	OTU6B	Deubiquitinase OTUD6B	51633	OTUD6B	Q8N6M0	OTUD6B	51633	OTUD6B	HGNC:24281	OTUD6B	ENSG00000155100	OTUD6B	protein_coding	8	92082424	92099323	+	91070196	91087095	+
29801-107	SL022761	P11172	UMPS	Uridine 5'-monophosphate synthase	7372	UMPS	P11172	UMPS	7372	UMPS	HGNC:12563	UMPS	ENSG00000114491	UMPS	protein_coding	3	124449213	124468119	+	124730433	124749273	+
29803-10	SL026218	P82663	RT25	28S ribosomal protein S25, mitochondrial	64432	MRPS25	P82663	MRPS25	64432	MRPS25	HGNC:14511	MRPS25	ENSG00000131368	MRPS25	protein_coding	3	15090019	15106816	-	15009611	15065339	-
29804-142	SL024774	Q9BWQ6	YIPF2	Protein YIPF2	78992	YIPF2	Q9BWQ6	YIPF2	78992	YIPF2	HGNC:28476	YIPF2	ENSG00000130733	YIPF2	protein_coding	19	11033444	11039357	-	10922185	10928681	-
29805-5	SL026219	Q9NW61	PKHJ1	Pleckstrin homology domain-containing family J member 1	55111	PLEKHJ1	Q9NW61	PLEKHJ1	55111	PLEKHJ1	HGNC:18211	PLEKHJ1	ENSG00000104886	PLEKHJ1	protein_coding	19	2233155	2236951	-	2230084	2237704	-
29807-56	SL026221	Q9HAS0	NJMU	Protein Njmu-R1	64149	C17orf75	Q9HAS0	C17orf75	64149	C17orf75	HGNC:30173	C17orf75	ENSG00000108666	C17orf75	protein_coding	17	30655460	30669228	-	32324565	32350023	-
29808-56	SL022037	Q15024	EXOS7	Exosome complex component RRP42	23016	EXOSC7	Q15024	EXOSC7	23016	EXOSC7	HGNC:28112	EXOSC7	ENSG00000075914	EXOSC7	protein_coding	3	45016750	45054158	+	44975241	45012668	+
2981-9	SL005160	Q96AP7	ESAM	Endothelial cell-selective adhesion molecule	90952	ESAM	Q96AP7	ESAM	90952	ESAM	HGNC:17474	ESAM	ENSG00000149564	ESAM	protein_coding	11	124622026	124632223	-	124752583	124762290	-
29810-5	SL026222	Q9NY93	DDX56	Probable ATP-dependent RNA helicase DDX56	54606	DDX56	Q9NY93	DDX56	54606	DDX56	HGNC:18193	DDX56	ENSG00000136271	DDX56	protein_coding	7	44605016	44614137	-	44565804	44575051	-
29811-16	SL026223	Q9NY12	GAR1	H/ACA ribonucleoprotein complex subunit 1	54433	GAR1	Q9NY12	GAR1	54433	GAR1	HGNC:14264	GAR1	ENSG00000109534	GAR1	protein_coding	4	110736666	110745893	+	109815510	109824740	+
29813-150	SL024950	O95394	AGM1	Phosphoacetylglucosamine mutase	5238	PGM3	O95394	PGM3	5238	PGM3	HGNC:8907	PGM3	ENSG00000013375	PGM3	protein_coding	6	83874593	83903655	-	83147324	83193936	-
29815-3	SL016417	P31689	DNJA1	DnaJ homolog subfamily A member 1	3301	DNAJA1	P31689	DNAJA1	3301	DNAJA1	HGNC:5229	DNAJA1	ENSG00000086061	DNAJA1	protein_coding	9	33025209	33039062	+	33025273	33039907	+
29818-44	SL026275	Q9UHP6	RSP14	Radial spoke head 14 homolog	27156	RSPH14	Q9UHP6	RSPH14	27156	RSPH14	HGNC:13437	RSPH14	ENSG00000100218	RSPH14	protein_coding	22	23401593	23484241	-	23059415	23145021	-
2982-82	SL005165	P56470	Galectin-4	Galectin-4	3960	LGALS4	P56470	LGALS4	3960	LGALS4	HGNC:6565	LGALS4	ENSG00000171747	LGALS4	protein_coding	19	39292311	39303740	-	38801671	38812945	-
29820-43	SL005578	P63261	Gamma-actin	Actin, cytoplasmic 2	71	ACTG1	P63261	ACTG1	71	ACTG1	HGNC:144	ACTG1	ENSG00000184009	ACTG1	protein_coding	17	79476997	79479892	-	81509413	81523847	-
29824-114	SL014806	P47897	SYQ	Glutaminyl-tRNA synthetase	5859	QARS1	P47897	QARS1	5859	QARS1	HGNC:9751	QARS1	ENSG00000172053	QARS1	protein_coding	3	49133365	49142562	-	49095932	49105130	-
29825-1	SL023746	P49005	DPOD2	DNA polymerase delta subunit 2	5425	POLD2	P49005	POLD2	5425	POLD2	HGNC:9176	POLD2	ENSG00000106628	POLD2	protein_coding	7	44154279	44163169	-	44114631	44124358	-
29826-44	SL021663	P35637	FUS	RNA-binding protein FUS	2521	FUS	P35637	FUS	2521	FUS	HGNC:4010	FUS	ENSG00000089280	FUS	protein_coding	16	31191431	31206192	+	31180138	31196963	+
29827-184	SL003644	P02545	Lamin A/C	Lamin A/C	4000	LMNA	P02545	LMNA	4000	LMNA	HGNC:6636	LMNA	ENSG00000160789	LMNA	protein_coding	1	156052369	156109880	+	156082572	156140081	+
29828-12	SL010884	P62191	PRS4	26S protease regulatory subunit 4	5700	PSMC1	P62191	PSMC1	5700	PSMC1	HGNC:9547	PSMC1	ENSG00000100764	PSMC1	protein_coding	14	90722894	90738966	+	90256527	90275429	+
29829-77	SL026276	Q9Y2B1	RXLT1	Ribitol-5-phosphate xylosyltransferase 1	10329	RXYLT1	Q9Y2B1	RXYLT1	10329	RXYLT1	HGNC:13530	RXYLT1	ENSG00000118600	RXYLT1	protein_coding	12	64173583	64203338	+	63779833	63809792	+
29830-8	SL022486	P20292	AL5AP	Arachidonate 5-lipoxygenase-activating protein	241	ALOX5AP	P20292	ALOX5AP	241	ALOX5AP	HGNC:436	ALOX5AP	ENSG00000132965	ALOX5AP	protein_coding	13	31287615	31338565	+	30713478	30764426	+
29831-18	SL021498	Q15349	KS6A2	Ribosomal protein S6 kinase alpha-2	6196	RPS6KA2	Q15349	RPS6KA2	6196	RPS6KA2	HGNC:10431	RPS6KA2	ENSG00000071242	RPS6KA2	protein_coding	6	166822854	167275771	-	166409364	166906451	-
29838-110	SL020892	O60232	SSA27	Sjoegren syndrome/scleroderma autoantigen 1	10534	ZNRD2	O60232	ZNRD2	10534	ZNRD2	HGNC:11328	ZNRD2	ENSG00000173465	ZNRD2	protein_coding	11	65337943	65339239	+	65570460	65572892	+
2985-35	SL003173	P09341	Gro-a	Growth-regulated alpha protein	2919	CXCL1	P09341	CXCL1	2919	CXCL1	HGNC:4602	CXCL1	ENSG00000163739	CXCL1	protein_coding	4	74735109	74737019	+	73869393	73871308	+
29853-135	SL026298	Q8TDQ7	GNPI2	Glucosamine-6-phosphate isomerase 2	132789	GNPDA2	Q8TDQ7	GNPDA2	132789	GNPDA2	HGNC:21526	GNPDA2	ENSG00000163281	GNPDA2	protein_coding	4	44703812	44728651	-	44682200	44726588	-
2986-49	SL003175	P19876	Gro-g	Gro-gamma	2921	CXCL3	P19876	CXCL3	2921	CXCL3	HGNC:4604	CXCL3	ENSG00000163734	CXCL3	protein_coding	4	74902312	74904490	-	74036589	74038807	-
29862-11	SL026300	Q9NP61	ARFG3	ADP-ribosylation factor GTPase-activating protein 3	26286	ARFGAP3	Q9NP61	ARFGAP3	26286	ARFGAP3	HGNC:661	ARFGAP3	ENSG00000242247	ARFGAP3	protein_coding	22	43192532	43253408	-	42796502	42876207	-
2987-37	SL005256	P16403	Histone H1.2	Histone H1.2	3006	H1-2	P16403	H1-2	3006	H1-2	HGNC:4716	H1-2	ENSG00000187837	H1-2	protein_coding	6	26055968	26056699	-	26055740	26056470	-
29886-258	SL026307	P13762	DRB4	HLA class II histocompatibility antigen, DR beta 4 chain	3126	HLA-DRB4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2989-17	SL001802	P01579	IFN-g	Interferon gamma	3458	IFNG	P01579	IFNG	3458	IFNG	HGNC:5438	IFNG	ENSG00000111537	IFNG	protein_coding	12	68548550	68553521	-	68154768	68159740	-
2989-6	SL001802	P01579	IFN-g	Interferon gamma	3458	IFNG	P01579	IFNG	3458	IFNG	HGNC:5438	IFNG	ENSG00000111537	IFNG	protein_coding	12	68548550	68553521	-	68154768	68159740	-
2991-9	SL001997	P14778	IL-1 sRI	Interleukin-1 receptor type 1	3554	IL1R1	P14778	IL1R1	3554	IL1R1	HGNC:5993	IL1R1	ENSG00000115594	IL1R1	protein_coding	2	102686836	102796334	+	102064544	102179874	+
2992-59	SL004850	Q96F46	IL-17 sR	Interleukin-17 receptor A	23765	IL17RA	Q96F46	IL17RA	23765	IL17RA	HGNC:5985	IL17RA	ENSG00000177663	IL17RA	protein_coding	22	17565849	17596584	+	17084954	17115693	+
2993-1	SL004861	O95256	IL-18 Rb	Interleukin-18 receptor accessory protein	8807	IL18RAP	O95256	IL18RAP	8807	IL18RAP	HGNC:5989	IL18RAP	ENSG00000115607	IL18RAP	protein_coding	2	103035254	103069024	+	102418689	102452565	+
29930-25	SL020952	Q96BK5	PINX1	PIN2/TERF1-interacting telomerase inhibitor 1	54984	PINX1	NA	PINX1	54984	PINX1	HGNC:30046	PINX1	ENSG00000258724	PINX1	protein_coding	8	10622884	10697299	-	10764961	10839884	-
29931-3	SL026228	Q9NX38	ABITM	Protein Abitram	54942	ABITRAM	Q9NX38	ABITRAM	54942	ABITRAM	HGNC:1364	ABITRAM	ENSG00000119328	ABITRAM	protein_coding	9	111696673	111703237	+	108934400	108950744	+
29932-10	SL026229	Q96EF0	MTMR8	Myotubularin-related protein 8	55613	MTMR8	Q96EF0	MTMR8	55613	MTMR8	HGNC:16825	MTMR8	ENSG00000102043	MTMR8	protein_coding	X	63444072	63615333	-	64268081	64395452	-
29933-63	SL014938	Q14134	TRI29	Tripartite motif-containing protein 29	23650	TRIM29	Q14134	TRIM29	23650	TRIM29	HGNC:17274	TRIM29	ENSG00000137699	TRIM29	protein_coding	11	119981994	120008863	-	120111286	120138114	-
29936-93	SL012772	Q96EG1	ARSG	Arylsulfatase G	22901	ARSG	Q96EG1	ARSG	22901	ARSG	HGNC:24102	ARSG	ENSG00000141337	ARSG	protein_coding	17	66255323	66417000	+	68259182	68493670	+
29937-54	SL007409	Q13562	NDF1	Neurogenic differentiation factor 1	4760	NEUROD1	Q13562	NEUROD1	4760	NEUROD1	HGNC:7762	NEUROD1	ENSG00000162992	NEUROD1	protein_coding	2	182540833	182545392	-	181668295	181680827	-
29938-11	SL026231	O43657	TSN6	Tetraspanin-6	7105	TSPAN6	O43657	TSPAN6	7105	TSPAN6	HGNC:11858	TSPAN6	ENSG00000000003	TSPAN6	protein_coding	X	99883795	99891794	-	100627108	100639991	-
2994-71	SL004875	Q9HB29	IL-1Rrp2	Interleukin-1 receptor-like 2	8808	IL1RL2	Q9HB29	IL1RL2	8808	IL1RL2	HGNC:5999	IL1RL2	ENSG00000115598	IL1RL2	protein_coding	2	102803433	102855811	+	102187006	102240002	+
29941-4	SL026232	Q8IVT2	MISP	Mitotic interactor and substrate of PLK1	126353	MISP	Q8IVT2	MISP	126353	MISP	HGNC:27000	MISP	ENSG00000099812	MISP	protein_coding	19	751146	764318	+	751112	764318	+
29942-8	SL026233	Q8N684	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	79869	CPSF7	Q8N684	CPSF7	79869	CPSF7	HGNC:30098	CPSF7	ENSG00000149532	CPSF7	protein_coding	11	61170120	61197464	-	61402641	61430031	-
29943-14	SL006379	Q9UHL9	GT2D1	General transcription factor II-I repeat domain-containing protein 1	9569	GTF2IRD1	Q9UHL9	GTF2IRD1	9569	GTF2IRD1	HGNC:4661	GTF2IRD1	ENSG00000006704	GTF2IRD1	protein_coding	7	73868120	74016920	+	74453790	74602605	+
29945-51	SL022043	Q9UIM3	FKBPL	FK506-binding protein-like	63943	FKBPL	Q9UIM3	FKBPL	63943	FKBPL	HGNC:13949	FKBPL	ENSG00000204315	FKBPL	protein_coding	6	32096484	32098067	-	32128707	32130288	-
29947-27	SL026243	Q9BRJ6	CG050	Uncharacterized protein C7orf50	84310	C7orf50	Q9BRJ6	NA	84310	NA	NA	NA	ENSG00000146540	NA	NA	7	1036623	1177893	-	996986	1138260	-
29948-13	SL022671	Q92995	UBP13	Ubiquitin carboxyl-terminal hydrolase 13	8975	USP13	Q92995	USP13	8975	USP13	HGNC:12611	USP13	ENSG00000058056	USP13	protein_coding	3	179370933	179507189	+	179604807	179804366	+
29950-57	SL026299	Q96M11	HYLS1	Hydrolethalus syndrome protein 1	219844	HYLS1	Q96M11	HYLS1	219844	HYLS1	HGNC:26558	HYLS1	ENSG00000198331	HYLS1	protein_coding	11	125753509	125770541	+	125883614	125900646	+
29951-309	SL004505	Q99836	MyD88	Myeloid differentiation primary response protein MyD88	4615	MYD88	Q99836	MYD88	4615	MYD88	HGNC:7562	MYD88	ENSG00000172936	MYD88	protein_coding	3	38179969	38184512	+	38138552	38143024	+
29952-27	SL026292	O75175	CNOT3	CCR4-NOT transcription complex subunit 3	4849	CNOT3	O75175	CNOT3	4849	CNOT3	HGNC:7879	CNOT3	ENSG00000088038	CNOT3	protein_coding	19	54641436	54659446	+	54137749	54155681	+
29954-6	SL026236	Q96HR3	MED30	Mediator of RNA polymerase II transcription subunit 30	90390	MED30	Q96HR3	MED30	90390	MED30	HGNC:23032	MED30	ENSG00000164758	MED30	protein_coding	8	118532965	118552501	+	117520713	117540262	+
29957-80	SL017910	Q92785	REQU	Zinc finger protein ubi-d4	5977	DPF2	Q92785	DPF2	5977	DPF2	HGNC:9964	DPF2	ENSG00000133884	DPF2	protein_coding	11	65101225	65120451	+	65333843	65354262	+
29959-109	SL011268	Q8TE77	SSH3	Protein phosphatase Slingshot homolog 3	54961	SSH3	Q8TE77	SSH3	54961	SSH3	HGNC:30581	SSH3	ENSG00000172830	SSH3	protein_coding	11	67070919	67080078	+	67303478	67312605	+
29960-13	SL026238	Q9UNI6	DUS12	Dual specificity protein phosphatase 12	11266	DUSP12	Q9UNI6	DUSP12	11266	DUSP12	HGNC:3067	DUSP12	ENSG00000081721	DUSP12	protein_coding	1	161719581	161726952	+	161749758	161757238	+
29961-2	SL026301	Q9Y257	KCNK6	Potassium channel subfamily K member 6	9424	KCNK6	Q9Y257	KCNK6	9424	KCNK6	HGNC:6281	KCNK6	ENSG00000099337	KCNK6	protein_coding	19	38810484	38819649	+	38319845	38332076	+
29962-39	SL006653	Q8NCB2	CAMKV	CaM kinase-like vesicle-associated protein	79012	CAMKV	Q8NCB2	CAMKV	79012	CAMKV	HGNC:28788	CAMKV	ENSG00000164076	CAMKV	protein_coding	3	49895422	49907369	-	49857988	49869935	-
29963-9	SL026302	O00590	ACKR2	Atypical chemokine receptor 2	1238	ACKR2	O00590	ACKR2	1238	ACKR2	HGNC:1565	ACKR2	ENSG00000144648	ACKR2	protein_coding	3	42846246	42941826	+	42804752	42908105	+
29964-34	SL010332	Q96CV9	OPTN	Optineurin	10133	OPTN	Q96CV9	OPTN	10133	OPTN	HGNC:17142	OPTN	ENSG00000123240	OPTN	protein_coding	10	13142082	13180276	+	13099449	13138308	+
29967-13	SL026240	P05423	RPC4	DNA-directed RNA polymerase III subunit RPC4	661	POLR3D	P05423	POLR3D	661	POLR3D	HGNC:1080	POLR3D	ENSG00000168495	POLR3D	protein_coding	8	22102619	22108680	+	22245133	22254601	+
29968-189	SL020260	Q9UJC3	HOOK1	Protein Hook homolog 1	51361	HOOK1	Q9UJC3	HOOK1	51361	HOOK1	HGNC:19884	HOOK1	ENSG00000134709	HOOK1	protein_coding	1	60280463	60342050	+	59814786	59876322	+
