UNIPROT	Target	TargetFullName	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
Q8IYM0	FAM186B	Protein FAM186B	Q8IYM0	FAM186B	84070	FAM186B	HGNC:25296	FAM186B	ENSG00000135436	FAM186B	protein_coding	12	49976658	49999433	-	49582885	49605639	-
Q8IYS2	KIAA2013	Uncharacterized protein KIAA2013	Q8IYS2	KIAA2013	90231	KIAA2013	HGNC:28513	KIAA2013	ENSG00000116685	KIAA2013	protein_coding	1	11979645	11986485	-	11919591	11926428	-
Q8IYS4	DNAAF8	Dynein axonemal assembly factor 8	Q8IYS4	DNAAF8	146562	DNAAF8	HGNC:25081	DNAAF8	ENSG00000166246	DNAAF8	protein_coding	16	4784289	4799397	+	4734344	4749396	+
Q8IYS5	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	OSCAR	126014	OSCAR	HGNC:29960	OSCAR	ENSG00000170909	OSCAR	protein_coding	19	54597933	54605994	-	54094668	54102692	-
Q8IYT3	CCDC170	Coiled-coil domain-containing protein 170	Q8IYT3	CCDC170	80129	CCDC170	HGNC:21177	CCDC170	ENSG00000120262	CCDC170	protein_coding	6	151815175	151942328	+	151494017	151621193	+
Q8IYT8	ULK2	Serine/threonine-protein kinase ULK2	Q8IYT8	ULK2	9706	ULK2	HGNC:13480	ULK2	ENSG00000083290	ULK2	protein_coding	17	19674143	19771239	-	19770830	19867936	-
Q8IYU4	UBQLNL	Ubiquilin-like protein	Q8IYU4	UBQLNL	143630	UBQLNL	HGNC:28294	UBQLNL	ENSG00000175518	UBQLNL	protein_coding	11	5535623	5537956	-	5514393	5516699	-
Q8IYV9	IZUMO1	Izumo sperm-egg fusion protein 1	Q8IYV9	IZUMO1	284359	IZUMO1	HGNC:28539	IZUMO1	ENSG00000182264	IZUMO1	protein_coding	19	49244145	49250166	-	48740852	48746909	-
Q8IYW2	CFAP46	Cilia- and flagella-associated protein 46	Q8IYW2	CFAP46	54777	CFAP46	HGNC:25247	CFAP46	ENSG00000171811	CFAP46	protein_coding	10	134621896	134756089	-	132808392	132942823	-
Q8IYW4	ENTHD1	ENTH domain-containing protein 1	Q8IYW4	ENTHD1	150350	ENTHD1	HGNC:26352	ENTHD1	ENSG00000176177	ENTHD1	protein_coding	22	40139049	40289794	-	39743044	39893864	-
Q8IYW5	RNF168	E3 ubiquitin-protein ligase RNF168	Q8IYW5	RNF168	165918	RNF168	HGNC:26661	RNF168	ENSG00000163961	RNF168	protein_coding	3	196195657	196230639	-	196468783	196503768	-
Q8IYX8	CEP57L1	Centrosomal protein CEP57L1	Q8IYX8	CEP57L1	285753	CEP57L1	HGNC:21561	CEP57L1	ENSG00000183137	CEP57L1	protein_coding	6	109416356	109485115	+	109095110	109174418	+
Q8IYY4	DZIP1L	Cilium assembly protein DZIP1L	Q8IYY4	DZIP1L	199221	DZIP1L	HGNC:26551	DZIP1L	ENSG00000158163	DZIP1L	protein_coding	3	137780827	137834451	-	138061990	138115818	-
Q8IZ08	GPR135	G-protein coupled receptor 135	Q8IZ08	GPR135	64582	GPR135	HGNC:19991	GPR135	ENSG00000181619	GPR135	protein_coding	14	59930240	59932059	-	59429022	59475898	-
Q8IZ41	RASEF	Ras and EF-hand domain-containing protein	Q8IZ41	RASEF	158158	RASEF	HGNC:26464	RASEF	ENSG00000165105	RASEF	protein_coding	9	85594500	85678043	-	82979590	83063177	-
Q8IZA0	KIAA0319L	Dyslexia-associated protein KIAA0319-like protein	Q8IZA0	KIAA0319L	79932	KIAA0319L	HGNC:30071	KIAA0319L	ENSG00000142687	KIAA0319L	protein_coding	1	35899091	36023551	-	35393883	35557950	-
Q8IZC4	RTKN2	Rhotekin-2	Q8IZC4	RTKN2	219790	RTKN2	HGNC:19364	RTKN2	ENSG00000182010	RTKN2	protein_coding	10	63942794	64028466	-	62183035	62268844	-
Q8IZD0	SAMD14	Sterile alpha motif domain-containing protein 14	Q8IZD0	SAMD14	201191	SAMD14	HGNC:27312	SAMD14	ENSG00000167100	SAMD14	protein_coding	17	48188673	48207246	-	50110040	50130160	-
Q8IZD2	KMT2E	Inactive histone-lysine N-methyltransferase 2E	Q8IZD2	KMT2E	55904	KMT2E	HGNC:18541	KMT2E	ENSG00000005483	KMT2E	protein_coding	7	104654637	104754532	+	104941552	105115019	+
Q8IZD4	DCP1B	mRNA-decapping enzyme 1B	Q8IZD4	DCP1B	196513	DCP1B	HGNC:24451	DCP1B	ENSG00000151065	DCP1B	protein_coding	12	2050757	2113677	-	1946053	2004535	-
Q8IZF2	ADGRF5	Adhesion G protein-coupled receptor F5	Q8IZF2	ADGRF5	221395	ADGRF5	HGNC:19030	ADGRF5	ENSG00000069122	ADGRF5	protein_coding	6	46820242	46922675	-	46852522	46954943	-
Q8IZF3	ADGRF4	Adhesion G protein-coupled receptor F4	Q8IZF3	ADGRF4	221393	ADGRF4	HGNC:19011	ADGRF4	ENSG00000153294	ADGRF4	protein_coding	6	47653600	47689757	+	47685864	47722021	+
Q8IZF7	ADGRF2	Adhesion G-protein coupled receptor F2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IZH2	XRN1	5'-3' exoribonuclease 1	Q8IZH2	XRN1	54464	XRN1	HGNC:30654	XRN1	ENSG00000114127	XRN1	protein_coding	3	142025449	142166853	-	142306607	142448062	-
Q8IZJ0	IFNL2	Interferon lambda-2	Q8IZJ0	IFNL2	282616	IFNL2	HGNC:18364	IFNL2	ENSG00000183709	IFNL2	protein_coding	19	39759157	39760732	+	39268396	39270188	+
Q8IZP9	ADGRG2	Adhesion G-protein coupled receptor G2	Q8IZP9	ADGRG2	10149	ADGRG2	HGNC:4516	ADGRG2	ENSG00000173698	ADGRG2	protein_coding	X	19007425	19140755	-	18989307	19122637	-
Q8IZQ5	SELENOH	Selenoprotein H	NA	NA	NA	NA	NA	NA	ENSG00000211450	NA	NA	11	NA	NA	NA	NA	NA	NA
Q8IZU3	SYCP3	Synaptonemal complex protein 3	Q8IZU3	SYCP3	50511	SYCP3	HGNC:18130	SYCP3	ENSG00000139351	SYCP3	protein_coding	12	102122426	102133250	-	101728648	101739472	-
Q8IZU9	KIRREL3	Kin of IRRE-like protein 3	Q8IZU9	KIRREL3	84623	KIRREL3	HGNC:23204	KIRREL3	ENSG00000149571	KIRREL3	protein_coding	11	126293396	126873355	-	126423358	127003460	-
Q8IZW8	TNS4	Tensin-4	Q8IZW8	TNS4	84951	TNS4	HGNC:24352	TNS4	ENSG00000131746	TNS4	protein_coding	17	38632080	38657854	-	40475828	40501623	-
Q8N0V3	RBFA	Putative ribosome-binding factor A, mitochondrial	Q8N0V3	RBFA	79863	RBFA	HGNC:26120	RBFA	ENSG00000101546	RBFA	protein_coding	18	77794346	77853788	+	80034346	80097088	+
Q8N0X2	SPAG16	Sperm-associated antigen 16 protein	Q8N0X2	SPAG16	79582	SPAG16	HGNC:23225	SPAG16	ENSG00000144451	SPAG16	protein_coding	2	214149103	215275225	+	213284389	214410501	+
Q8N0X4	CLYBL	Citramalyl-CoA lyase, mitochondrial	Q8N0X4	CLYBL	171425	CLYBL	HGNC:18355	CLYBL	ENSG00000125246	CLYBL	protein_coding	13	100258919	100549388	+	99606669	99909459	+
Q8N0X7	SPART	Spartin	Q8N0X7	SPART	23111	SPART	HGNC:18514	SPART	ENSG00000133104	SPART	protein_coding	13	36875775	36944317	-	36301638	36370180	-
Q8N0Z2	ABRA	Actin-binding Rho-activating protein	Q8N0Z2	ABRA	137735	ABRA	HGNC:30655	ABRA	ENSG00000174429	ABRA	protein_coding	8	107771711	107782472	-	106759483	106770244	-
Q8N0Z6	TTC5	Tetratricopeptide repeat protein 5	Q8N0Z6	TTC5	91875	TTC5	HGNC:19274	TTC5	ENSG00000136319	TTC5	protein_coding	14	20757301	20774153	-	20286227	20305960	-
Q8N0Z9	VSIG10	V-set and immunoglobulin domain-containing protein 10	Q8N0Z9	VSIG10	54621	VSIG10	HGNC:26078	VSIG10	ENSG00000176834	VSIG10	protein_coding	12	118501398	118541810	-	118063593	118104011	-
Q8N111	CEND1	Cell cycle exit and neuronal differentiation protein 1	Q8N111	CEND1	51286	CEND1	HGNC:24153	CEND1	ENSG00000184524	CEND1	protein_coding	11	787110	790126	-	787115	790113	-
Q8N114	SHISA5	Protein shisa-5	Q8N114	SHISA5	51246	SHISA5	HGNC:30376	SHISA5	ENSG00000164054	SHISA5	protein_coding	3	48509197	48542259	-	48467798	48504826	-
Q8N129	CNPY4	Protein canopy homolog 4	Q8N129	CNPY4	245812	CNPY4	HGNC:28631	CNPY4	ENSG00000166997	CNPY4	protein_coding	7	99717265	99723128	+	100119634	100125508	+
Q8N130	SLC34A3	Sodium-dependent phosphate transport protein 2C	Q8N130	SLC34A3	142680	SLC34A3	HGNC:20305	SLC34A3	ENSG00000198569	SLC34A3	protein_coding	9	140123400	140131006	+	137230757	137236555	+
Q8N149	LILRA2	Leukocyte immunoglobulin-like receptor subfamily A member 2	Q8N149	LILRA2	11027	LILRA2	HGNC:6603	LILRA2	ENSG00000239998	LILRA2	protein_coding	19	55084482	55107956	+	54572920	54590287	+
Q8N157	AHI1	Jouberin	Q8N157	AHI1	54806	AHI1	HGNC:21575	AHI1	ENSG00000135541	AHI1	protein_coding	6	135605110	135818903	-	135283407	135498434	-
Q8N158	GPC2	Glypican-2	Q8N158	GPC2	221914	GPC2	HGNC:4450	GPC2	ENSG00000213420	GPC2	protein_coding	7	99767229	99774990	-	100169606	100177381	-
Q8N163	CCAR2	Cell cycle and apoptosis regulator protein 2	Q8N163	CCAR2	57805	CCAR2	HGNC:23360	CCAR2	ENSG00000158941	CCAR2	protein_coding	8	22462145	22477983	+	22604757	22620964	+
Q8N183	NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	Q8N183	NDUFAF2	91942	NDUFAF2	HGNC:28086	NDUFAF2	ENSG00000164182	NDUFAF2	protein_coding	5	60240956	60448864	+	60945177	61154531	+
Q8N1F8	STK11IP	Serine/threonine-protein kinase 11-interacting protein	Q8N1F8	STK11IP	114790	STK11IP	HGNC:19184	STK11IP	ENSG00000144589	STK11IP	protein_coding	2	220462596	220481173	+	219597857	219616451	+
Q8N1G0	ZNF687	Zinc finger protein 687	Q8N1G0	ZNF687	57592	ZNF687	HGNC:29277	ZNF687	ENSG00000143373	ZNF687	protein_coding	1	151254094	151264381	+	151281618	151292176	+
Q8N1N4	KRT78	Keratin, type II cytoskeletal 78	Q8N1N4	KRT78	196374	KRT78	HGNC:28926	KRT78	ENSG00000170423	KRT78	protein_coding	12	53232746	53242778	-	52837804	52849092	-
Q8N1Q1	CA13	Carbonic anhydrase 13	Q8N1Q1	CA13	377677	CA13	HGNC:14914	CA13	ENSG00000185015	CA13	protein_coding	8	86132845	86352138	+	85220616	85284073	+
Q8N1W1	ARHGEF28	Rho guanine nucleotide exchange factor 28	Q8N1W1	ARHGEF28	64283	ARHGEF28	HGNC:30322	ARHGEF28	ENSG00000214944	ARHGEF28	protein_coding	5	72921983	73237818	+	73626158	73941993	+
Q8N264	ARHGAP24	Rho GTPase-activating protein 24	Q8N264	ARHGAP24	83478	ARHGAP24	HGNC:25361	ARHGAP24	ENSG00000138639	ARHGAP24	protein_coding	4	86396284	86923823	+	85475150	86002668	+
Q8N283	ANKRD35	Ankyrin repeat domain-containing protein 35	Q8N283	ANKRD35	148741	ANKRD35	HGNC:26323	ANKRD35	ENSG00000198483	ANKRD35	protein_coding	1	145549209	145568526	+	145866560	145885866	-
Q8N2G4	LYPD1	Ly6/PLAUR domain-containing protein 1	Q8N2G4	LYPD1	116372	LYPD1	HGNC:28431	LYPD1	ENSG00000150551	LYPD1	protein_coding	2	133402337	133429070	-	132643286	132671579	-
Q8N2N9	ANKRD36B	Ankyrin repeat domain-containing protein 36B	Q8N2N9	ANKRD36B	57730	ANKRD36B	HGNC:29333	ANKRD36B	ENSG00000196912	ANKRD36B	protein_coding	2	98109130	98206428	-	97492663	97589877	-
Q8N2Q7	NLGN1	Neuroligin-1	Q8N2Q7	NLGN1	22871	NLGN1	HGNC:14291	NLGN1	ENSG00000169760	NLGN1	protein_coding	3	173116244	174001116	+	173396284	174294372	+
Q8N2Z9	CENPS	Centromere protein S	Q8N2Z9	CENPS	378708	CENPS	HGNC:23163	CENPS	ENSG00000175279	CENPS	protein_coding	1	10490159	10502872	+	10430433	10442808	+
Q8N307	MUC20	Mucin-20	Q8N307	MUC20	200958	MUC20	HGNC:23282	MUC20	ENSG00000176945	MUC20	protein_coding	3	195447753	195464540	+	195708154	195741123	+
Q8N309	LRRC43	Leucine-rich repeat-containing protein 43	Q8N309	LRRC43	254050	LRRC43	HGNC:28562	LRRC43	ENSG00000158113	LRRC43	protein_coding	12	122652266	122688018	+	122167738	122203471	+
Q8N365	CIART	Circadian-associated transcriptional repressor	Q8N365	CIART	148523	CIART	HGNC:25200	CIART	ENSG00000159208	CIART	protein_coding	1	150254953	150259501	+	150282543	150287093	+
Q8N386	LRRC25	Leucine-rich repeat-containing protein 25	Q8N386	LRRC25	126364	LRRC25	HGNC:29806	LRRC25	ENSG00000175489	LRRC25	protein_coding	19	18501954	18508421	-	18391137	18397622	-
Q8N398	VWA5B2	von Willebrand factor A domain-containing protein 5B2	Q8N398	VWA5B2	90113	VWA5B2	HGNC:25144	VWA5B2	ENSG00000145198	VWA5B2	protein_coding	3	183948317	183960117	+	184229585	184242329	+
Q8N3A8	PARP8	Protein mono-ADP-ribosyltransferase PARP8	Q8N3A8	PARP8	79668	PARP8	HGNC:26124	PARP8	ENSG00000151883	PARP8	protein_coding	5	49961733	50142356	+	50665899	50846519	+
Q8N3K9	CMYA5	Cardiomyopathy-associated protein 5	Q8N3K9	CMYA5	202333	CMYA5	HGNC:14305	CMYA5	ENSG00000164309	CMYA5	protein_coding	5	78985659	79096049	+	79689836	79800240	+
Q8N3L3	TXLNB	Beta-taxilin	Q8N3L3	TXLNB	167838	TXLNB	HGNC:21617	TXLNB	ENSG00000164440	TXLNB	protein_coding	6	139561199	139613208	-	139144204	139291998	-
Q8N3X1	FNBP4	Formin-binding protein 4	Q8N3X1	FNBP4	23360	FNBP4	HGNC:19752	FNBP4	ENSG00000109920	FNBP4	protein_coding	11	47738069	47788993	-	47716494	47767443	-
Q8N3X6	LCORL	Ligand-dependent nuclear receptor corepressor-like protein	Q8N3X6	LCORL	254251	LCORL	HGNC:30776	LCORL	ENSG00000178177	LCORL	protein_coding	4	17844839	18023483	-	17841187	18021876	-
Q8N3Y7	SDR16C5	Epidermal retinol dehydrogenase 2	Q8N3Y7	SDR16C5	195814	SDR16C5	HGNC:30311	SDR16C5	ENSG00000170786	SDR16C5	protein_coding	8	57212570	57233241	-	56300005	56320776	-
Q8N423	LILRB2	Leukocyte immunoglobulin-like receptor subfamily B member 2	Q8N423	LILRB2	10288	LILRB2	HGNC:6606	LILRB2	ENSG00000131042	LILRB2	protein_coding	19	54777675	54785033	-	54273812	54281184	-
Q8N436	CPXM2	Inactive carboxypeptidase-like protein X2	Q8N436	CPXM2	119587	CPXM2	HGNC:26977	CPXM2	ENSG00000121898	CPXM2	protein_coding	10	125465726	125699779	-	123706207	123944099	-
Q8N442	GUF1	Translation factor GUF1, mitochondrial	Q8N442	GUF1	60558	GUF1	HGNC:25799	GUF1	ENSG00000151806	GUF1	protein_coding	4	44680433	44702697	+	44678420	44700928	+
Q8N443	RIBC1	RIB43A-like with coiled-coils protein 1	Q8N443	RIBC1	158787	RIBC1	HGNC:26537	RIBC1	ENSG00000158423	RIBC1	protein_coding	X	53449805	53458063	+	53422690	53431120	+
Q8N474	SFRP1	Secreted frizzled-related protein 1	Q8N474	SFRP1	6422	SFRP1	HGNC:10776	SFRP1	ENSG00000104332	SFRP1	protein_coding	8	41119476	41166990	-	41261962	41309473	-
Q8N488	RYBP	RING1 and YY1-binding protein	Q8N488	RYBP	23429	RYBP	HGNC:10480	RYBP	ENSG00000163602	RYBP	protein_coding	3	72423744	72495774	-	72371825	72446621	-
Q8N4B5	PRR18	Proline-rich protein 18	Q8N4B5	PRR18	285800	PRR18	HGNC:28574	PRR18	ENSG00000176381	PRR18	protein_coding	6	166719168	166721871	-	166305300	166308392	-
Q8N4C8	MINK1	Misshapen-like kinase 1	Q8N4C8	MINK1	50488	MINK1	HGNC:17565	MINK1	ENSG00000141503	MINK1	protein_coding	17	4736635	4801356	+	4833340	4898061	+
Q8N4E4	PDCL2	Phosducin-like protein 2	Q8N4E4	PDCL2	132954	PDCL2	HGNC:29524	PDCL2	ENSG00000163440	PDCL2	protein_coding	4	56422692	56458379	-	55556519	55592245	-
Q8N4F0	BPIFB2	BPI fold-containing family B member 2	Q8N4F0	BPIFB2	80341	BPIFB2	HGNC:16177	BPIFB2	ENSG00000078898	BPIFB2	protein_coding	20	31595384	31611515	+	33007704	33023703	+
Q8N4H0	SPATA6L	Spermatogenesis associated 6-like protein	Q8N4H0	SPATA6L	55064	SPATA6L	HGNC:25472	SPATA6L	ENSG00000106686	SPATA6L	protein_coding	9	4553386	4666674	-	4553386	4666674	-
Q8N4L8	CCDC24	Coiled-coil domain-containing protein 24	Q8N4L8	CCDC24	149473	CCDC24	HGNC:28688	CCDC24	ENSG00000159214	CCDC24	protein_coding	1	44457280	44462198	+	43991359	43996528	+
Q8N4N8	KIF2B	Kinesin-like protein KIF2B	Q8N4N8	KIF2B	84643	KIF2B	HGNC:29443	KIF2B	ENSG00000141200	KIF2B	protein_coding	17	51900239	51902573	+	53822927	53825193	+
Q8N4P3	HDDC3	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	Q8N4P3	HDDC3	374659	HDDC3	HGNC:30522	HDDC3	ENSG00000184508	HDDC3	protein_coding	15	91474155	91475774	-	90929968	90935196	-
Q8N4P6	LRRC71	Leucine-rich repeat-containing protein 71	Q8N4P6	LRRC71	149499	LRRC71	HGNC:26556	LRRC71	ENSG00000160838	LRRC71	protein_coding	1	156890424	156902880	+	156920632	156933094	+
Q8N4X5	AFAP1L2	Actin filament-associated protein 1-like 2	Q8N4X5	AFAP1L2	84632	AFAP1L2	HGNC:25901	AFAP1L2	ENSG00000169129	AFAP1L2	protein_coding	10	116054583	116164515	-	114294824	114404756	-
Q8N4Y2	CRACR2B	EF-hand calcium-binding domain-containing protein 4A	Q8N4Y2	CRACR2B	283229	CRACR2B	HGNC:28703	CRACR2B	ENSG00000177685	CRACR2B	protein_coding	11	826157	831991	+	826144	831991	+
Q8N535	LINC00471	Putative uncharacterized protein encoded by LINC00471	NA	NA	NA	NA	NA	NA	ENSG00000181798	NA	NA	2	NA	NA	NA	NA	NA	NA
Q8N556	AFAP1	Actin filament-associated protein 1	Q8N556	AFAP1	60312	AFAP1	HGNC:24017	AFAP1	ENSG00000196526	AFAP1	protein_coding	4	7760440	7941653	-	7758714	7939926	-
Q8N565	MREG	Melanoregulin	Q8N565	MREG	55686	MREG	HGNC:25478	MREG	ENSG00000118242	MREG	protein_coding	2	216807314	216878346	-	215939308	216034096	-
Q8N568	DCLK2	Serine/threonine-protein kinase DCLK2	Q8N568	DCLK2	166614	DCLK2	HGNC:19002	DCLK2	ENSG00000170390	DCLK2	protein_coding	4	150999426	151178608	+	150078445	150257438	+
Q8N5C6	SRBD1	S1 RNA-binding domain-containing protein 1	Q8N5C6	SRBD1	55133	SRBD1	HGNC:25521	SRBD1	ENSG00000068784	SRBD1	protein_coding	2	45615819	45838433	-	45388680	45612165	-
Q8N5H7	SH2D3C	SH2 domain-containing protein 3C	Q8N5H7	SH2D3C	10044	SH2D3C	HGNC:16884	SH2D3C	ENSG00000095370	SH2D3C	protein_coding	9	130500596	130541048	-	127738317	127778710	-
Q8N5I3	KCNRG	Potassium channel regulatory protein	Q8N5I3	KCNRG	283518	KCNRG	HGNC:18893	KCNRG	ENSG00000198553	KCNRG	protein_coding	13	50589390	50595058	+	49996813	50020922	+
Q8N5J2	MINDY1	Ubiquitin carboxyl-terminal hydrolase MINDY-1	Q8N5J2	MINDY1	55793	MINDY1	HGNC:25648	MINDY1	ENSG00000143409	MINDY1	protein_coding	1	150969301	150980854	-	150996549	151008376	-
Q8N5K1	CISD2	CDGSH iron-sulfur domain-containing protein 2	Q8N5K1	CISD2	493856	CISD2	HGNC:24212	CISD2	ENSG00000145354	CISD2	protein_coding	4	103790135	103813963	+	102868974	102892807	+
Q8N5Q1	GARIN5B	Golgi-associated RAB2 interactor protein 5B	Q8N5Q1	GARIN5B	284418	GARIN5B	HGNC:25278	GARIN5B	ENSG00000180043	GARIN5B	protein_coding	19	55866018	55874620	-	55352301	55363260	-
Q8N5R6	CCDC33	Coiled-coil domain-containing protein 33	A0A1B0GV97	CCDC33	80125	CCDC33	HGNC:26552	NA	NA	CCDC33	protein_coding	15	74528630	74628813	+	74202705	74336472	+
Q8N5S3	C2orf73	Uncharacterized protein C2orf73	NA	CIMIP6	129852	CIMIP6	HGNC:26861	CIMIP6	ENSG00000177994	CIMIP6	protein_coding	2	54558071	54588714	+	54330034	54383742	+
Q8N5S9	CAMKK1	Calcium/calmodulin-dependent protein kinase kinase 1	Q8N5S9	CAMKK1	84254	CAMKK1	HGNC:1469	CAMKK1	ENSG00000004660	CAMKK1	protein_coding	17	3763617	3796337	-	3860315	3894891	-
Q8N5U6	RNF10	RING finger protein 10	Q8N5U6	RNF10	9921	RNF10	HGNC:10055	RNF10	ENSG00000022840	RNF10	protein_coding	12	120972132	121015397	+	120534356	120577588	+
Q8N608	DPP10	Inactive dipeptidyl peptidase 10	Q8N608	DPP10	57628	DPP10	HGNC:20823	DPP10	ENSG00000175497	DPP10	protein_coding	2	115199899	116602326	+	114442299	115845780	+
Q8N612	FHIP1B	FHF complex subunit HOOK interacting protein 1B	Q8N612	FHIP1B	84067	FHIP1B	HGNC:25378	FHIP1B	ENSG00000051009	FHIP1B	protein_coding	11	6232564	6255941	-	6211345	6234711	-
Q8N668	COMMD1	COMM domain-containing protein 1	Q8N668	COMMD1	150684	COMMD1	HGNC:23024	COMMD1	ENSG00000173163	COMMD1	protein_coding	2	62132803	62363205	+	61888724	62147247	+
Q8N6C8	LILRA3	Leukocyte immunoglobulin-like receptor subfamily A member 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N6F7	GCSAM	Germinal center-associated signaling and motility protein	Q8N6F7	GCSAM	257144	GCSAM	HGNC:20253	GCSAM	ENSG00000174500	GCSAM	protein_coding	3	111839688	111852152	-	112120839	112133270	-
Q8N6M0	OTUD6B	Deubiquitinase OTUD6B	Q8N6M0	OTUD6B	51633	OTUD6B	HGNC:24281	OTUD6B	ENSG00000155100	OTUD6B	protein_coding	8	92082424	92099323	+	91070196	91087095	+
Q8N6N7	ACBD7	Acyl-CoA-binding domain-containing protein 7	Q8N6N7	ACBD7	414149	ACBD7	HGNC:17715	ACBD7	ENSG00000176244	ACBD7	protein_coding	10	15057071	15130775	-	15075475	15088776	-
Q8N6P7	IL22RA1	Interleukin-22 receptor subunit alpha-1	Q8N6P7	IL22RA1	58985	IL22RA1	HGNC:13700	IL22RA1	ENSG00000142677	IL22RA1	protein_coding	1	24446261	24469775	-	24119771	24143140	-
Q8N6Q1	TMCO5A	Transmembrane and coiled-coil domain-containing protein 5A	Q8N6Q1	TMCO5A	145942	TMCO5A	HGNC:28558	TMCO5A	ENSG00000166069	TMCO5A	protein_coding	15	38226827	38259925	+	37921939	38040987	+
Q8N6Q3	CD177	CD177 antigen	A0A087X113	CD177	57126	CD177	HGNC:30072	NA	NA	CD177	protein_coding	19	43857825	43867480	+	43353686	43363172	+
Q8N6Q8	METTL25	Probable methyltransferase-like protein 25	Q8N6Q8	METTL25	84190	METTL25	HGNC:26228	METTL25	ENSG00000127720	METTL25	protein_coding	12	82752276	82873016	+	82358528	82479239	+
Q8N6T0	TOP6BL	Type 2 DNA topoisomerase 6 subunit B-like	Q8N6T0	TOP6BL	79703	TOP6BL	HGNC:26197	TOP6BL	ENSG00000173715	TOP6BL	protein_coding	11	66512207	66610987	+	66744451	66843516	+
Q8N6T7	SIRT6	NAD-dependent protein deacylase sirtuin-6	Q8N6T7	SIRT6	51548	SIRT6	HGNC:14934	SIRT6	ENSG00000077463	SIRT6	protein_coding	19	4174106	4182596	-	4174109	4182566	-
Q8N6V9	TEX9	Testis-expressed protein 9	Q8N6V9	TEX9	374618	TEX9	HGNC:29585	TEX9	ENSG00000151575	TEX9	protein_coding	15	56657644	56738072	+	56243971	56445997	+
Q8N6W0	CELF5	CUGBP Elav-like family member 5	Q8N6W0	CELF5	60680	CELF5	HGNC:14058	CELF5	ENSG00000161082	CELF5	protein_coding	19	3224701	3297073	+	3224661	3297076	+
Q8N6Y0	USHBP1	Harmonin-binding protein USHBP1	Q8N6Y0	USHBP1	83878	USHBP1	HGNC:24058	USHBP1	ENSG00000130307	USHBP1	protein_coding	19	17360849	17375544	-	17235940	17282786	-
Q8N743	KIR3DL3	Killer cell immunoglobulin-like receptor 3DL3	Q8N743	KIR3DL3	115653	KIR3DL3	HGNC:16312	KIR3DL3	ENSG00000242019	KIR3DL3	protein_coding	19	55235984	55248003	+	54724442	54736632	+
Q8N769	C14orf178	Uncharacterized protein C14orf178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N7B6	PACRGL	PACRG-like protein	Q8N7B6	PACRGL	133015	PACRGL	HGNC:28442	PACRGL	ENSG00000163138	PACRGL	protein_coding	4	20697905	20754530	+	20696282	20752907	+
Q8N7E2	CBLL2	E3 ubiquitin-protein ligase CBLL2	Q8N7E2	CBLL2	158506	CBLL2	HGNC:26371	CBLL2	ENSG00000175809	CBLL2	protein_coding	X	22291030	22292576	+	22272913	22274461	+
Q8N7F7	UBL4B	Ubiquitin-like protein 4B	Q8N7F7	UBL4B	164153	UBL4B	HGNC:32309	UBL4B	ENSG00000186150	UBL4B	protein_coding	1	110655062	110656569	+	110112443	110113947	+
Q8N7P7	YH007	Uncharacterized protein FLJ40521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N7U9	LINC00469	Putative uncharacterized protein encoded by LINC00469	NA	NA	NA	NA	NA	NA	ENSG00000177338	NA	NA	17	NA	NA	NA	NA	NA	NA
Q8N7W2	BEND7	BEN domain-containing protein 7	Q8N7W2	BEND7	222389	BEND7	HGNC:23514	BEND7	ENSG00000165626	BEND7	protein_coding	10	13480484	13544976	-	13438484	13529014	-
Q8N7X0	ADGB	Androglobin	Q8N7X0	ADGB	79747	ADGB	HGNC:21212	ADGB	ENSG00000118492	ADGB	protein_coding	6	146920136	147136597	+	146598967	146815462	+
Q8N806	UBR7	Putative E3 ubiquitin-protein ligase UBR7	Q8N806	UBR7	55148	UBR7	HGNC:20344	UBR7	ENSG00000012963	UBR7	protein_coding	14	93673401	93695561	+	93184974	93229215	+
Q8N841	TTLL6	Tubulin polyglutamylase TTLL6	Q8N841	TTLL6	284076	TTLL6	HGNC:26664	TTLL6	ENSG00000170703	TTLL6	protein_coding	17	46839593	46894469	-	48762234	48817229	-
Q8N865	C7orf31	Uncharacterized protein C7orf31	NA	SPMIP4	136895	SPMIP4	HGNC:21722	SPMIP4	ENSG00000153790	SPMIP4	protein_coding	7	25174316	25219817	-	25134692	25180356	-
Q8N878	FRMD1	FERM domain-containing protein 1	Q8N878	FRMD1	79981	FRMD1	HGNC:21240	FRMD1	ENSG00000153303	FRMD1	protein_coding	6	168456464	168479857	-	168053095	168101511	-
